provider-name,street,city,state,country,number,website link,in this location
University of Mississippi Medical Center , 201 NORTHLAKE AVE STE 211, RIDGELAND,MISSISSIPPI, United States     ,(601) 853-6333,http://www.thefaceandskincenter.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta, Vbeam ®  Prima"
Johns Hopkins Pediatric Dermatology , 200 N WOLFE ST UNIT 2107, Baltimore,Maryland, United States     ,410-550-0886 ext 2,https://jhmi.edu,Vbeam ®  Perfecta
"Elisabeth G. Richard, MD PA ", 10753 FALLS RD, LUTHERVILLE TIMONIUM,Maryland, United States     ,(410) 847-3700,http://www.lightandlaser.com/,Vbeam ®  Perfecta
"Facial Plastic Surgicenter, Ltd. ", 1838 GREENE TREE RD STE 370, BALTIMORE,Maryland, United States     ,(443) 379-4684,https://www.facial-plasticsurgery.com,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
"Northern Virginia Dermatology, Vein & Surgery Center ", 14995 SHADY GROVE RD STE 150, ROCKVILLE,Maryland, United States     ,(703) 858-0500,https://www.northernvirginiadermatology.com,"Vbeam ®  Perfecta, VelaShape ®"
"Maryland Laser, Skin, & Vein Institute, LLC (Premiere Aesthetic Solutions) ", 54 SCOTT ADAM RD STE 301, HUNT VALLEY,Maryland, United States     ,(410) 666-3960,https://www.mdlsv.com,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
Detroit Children's Hospital , 3901 BEAUBIEN ST, Detroit,Michigan, United States     ,(313) 832-9144,,
New Center 1 Dermatology , 3031 W GRAND BLVD STE 800, DETROIT,Michigan, United States     ,(248) 680-6040,,
University Physicians Group , 18100 OAKWOOD BLVD STE 300, DEARBORN,Michigan, United States     ,(877) 978-3627,,
Henry Ford Health System , 19401 HUBBARD DR, DEARBORN,Michigan, United States     ,(248) 680-6040,https://www.henryford.com/physician-directory/m/mims-phillis,Vbeam ®  Perfecta
"Scott Karlene, MD, PC ", 3990 E 12 MILE RD, WARREN,Michigan, United States     ,(586) 573-4980,https://www.karlenedermatology.com/,"Profound ™ , Vbeam ®  Perfecta"
DOCS Dermatology LLC , 27901 WOODWARD AVE, BERKLEY,MICHIGAN, United States     ,Visit Website,,
Somerset Skin Centre , 255 KIRTS BLVD STE 100, TROY,Michigan, United States     ,(248) 244-8448,https://somersetskincentre.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Center for Cosmetic Dermatology, P.C. ", 800 S ADAMS RD, BIRMINGHAM,Michigan, United States     ,(248) 593-6236,https://www.birminghamccd.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
SINAI-GRACE HOSPITAL , 27211 Lahser Road Suite 203, Berkley,Michigan, United States     ,,,
SLUCare Dermatology , 1225 S GRAND BLVD, SAINT LOUIS,MISSOURI, United States     ,(314) 256-3430,https://slu.edu,"Vbeam ®  Perfecta, CO2RE ®"
BJC Health Systems St. Louis Children's Hospital , 1 CHILDRENS PL, SAINT LOUIS,Missouri, United States     ,(314) 454-2714,,
SLUCare Dermatology , 2315 DOUGHERTY FERRY RD STE 200C, SAINT LOUIS,MISSOURI, United States     ,(314) 256-3430,https://slu.edu,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
Ridenour Plastic Surgery , 12460 OLIVE BLVD STE 202, SAINT LOUIS,Missouri, United States     ,(314) 878-8600,https://www.ridenourplasticsurgery.com,"Vbeam ®  Perfecta, Profound ™ , CO2RE ® , Matrix ™ , Vbeam ®  Prima, PicoWay ® , Exceed ™"
Gillette Children's Specialty Healthcare , 205 UNIVERSITY AVE E, Saint Paul,Minnesota, United States     ,(651) 291-2848,https://gillettechildrens.com,Vbeam ®  Perfecta
Schaberg Dermatology , 4949 AUTUMN OAKS DR, MARYVILLE,Illinois, United States     ,(618) 288-9450,http://www.schabergdermatology.com/,"Vbeam ®  Perfecta, CO2RE ® , Gentle Pro ™  Series"
Gillette Children's Specialty Healthcare , 200 UNIVERSITY AVE E, SAINT PAUL,Minnesota, United States     ,(651) 291-2848,https://gillettechildrens.com,Vbeam ®  Perfecta
HealthPartners Specialty Center , 401 PHALEN BLVD, SAINT PAUL,MINNESOTA, United States     ,(651) 254-8200,,
Dermatology Consultants , 280 SNELLING AVE N, SAINT PAUL,Minnesota, United States     ,(651) 251-3300,http://www.dermatologyconsultants.com,Vbeam ®  Perfecta
My Dermatologist , 5565 BLAINE AVE STE 200, INVER GROVE HEIGHTS,Minnesota, United States     ,(651) 621-8888,http://www.mydermtc.com/,Vbeam ®  Perfecta
Fairview Health Services , 2450 RIVERSIDE AVE, MINNEAPOLIS,Minnesota, United States     ,(612) 672-6000,,
Children's Hospitals and Clinics of MN , 2525 CHICAGO AVE, MINNEAPOLIS,MINNESOTA, United States     ,(612) 813-6000,http://www.childrensmn.org,Vbeam ®  Perfecta
Hennepin County Medical Center Cosmetics , 715 S 8TH ST, Minneapolis,Minnesota, United States     ,(612) 873-6453,,
Market Street Dermatology , 275 MARKET ST, MINNEAPOLIS,Minnesota, United States     ,(612) 746-4144,http://www.marketstreetdermatology.com/,Vbeam ®  Perfecta
"Dermatology Specialists, P.C. ", 3316 W 66TH ST STE 200, EDINA,Minnesota, United States     ,(952) 920-3808,https://www.dermspecpa.com,Vbeam ®  Perfecta
Twin Cities Dermatology Center , 5000 W 36TH ST STE 205, MINNEAPOLIS,Minnesota, United States     ,(612) 268-5005,https://www.twincitiesderm.com,Vbeam ®  Perfecta
Skin Artisans , 6525 FRANCE AVE STE 305, EDINA,MINNESOTA, United States     ,19527673163,https://skinartisans.com,Vbeam ®  Perfecta
"Pinnacle Dermatology Management, LLC ", 6545 FRANCE AVE S STE 564, EDINA,Minnesota, United States     ,(615) 893-4100,https://pinnacleskin.com/,Vbeam ®  Perfecta
Park Nicollet Health Services , 5400 EXCELSIOR BLVD, Saint Louis Park,Minnesota, United States     ,(952) 993-3123,https://parknicollet.com,Vbeam ®  Perfecta
"Pinnacle Dermatology Management, LLC ", 7373 FRANCE AVE S STE 110, EDINA,Minnesota, United States     ,(615) 893-4100,https://pinnacleskin.com/,Vbeam ®  Perfecta
"Agiliti Surgical, Inc ", 6625 W 78TH ST STE 300, MINNEAPOLIS,Minnesota, United States     ,(630) 663-5180,https://www.agilitihealth.com,Vbeam ®  Perfecta
Skin Cancer and Dermatology Institute , 3640 WARREN WAY STE 200, RENO,Nevada, United States     ,(775) 323-2135,https://skincancerderm.com,"CO2RE ® , Vbeam ®  Perfecta"
High Desert Dermatology , 509 Hammill Lane, RENO,Nevada, United States     ,(775) 332-0300,http://www.hddreno.com,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
Reno Sparks MedSpa , 55 FOOTHILL RD STE 1, RENO,Nevada, United States     ,(775) 473-0011,http://renosparksmedspa.com/,"CO2RE ® , Vbeam ®  Perfecta, Gentle Pro ™  Series"
AP Derm , 87 MCGREGOR ST, MANCHESTER New,Hampshire, United States     ,(781) 762-5858,https://www.dermatology-pc.com,"Vbeam ®  Perfecta, Frax Pro ® , Gentle Pro ™  Series"
Dartmouth - Hitchcock Clinic , 100 HITCHCOCK WAY, MANCHESTER New,Hampshire, United States     ,(603) 650-7153,http://www.dartmouth-hitchcock.org/,Vbeam ®  Perfecta
"Optima Dermatology Partners, LLC ", 176 S RIVER RD, BEDFORD NEW,HAMPSHIRE, United States     ,(330) 965-8760,http://www.advancedderm.net/,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
University of Nebraska – Dermatology ," 4014 Leavenworth Street,Lauritzen Outpatient Center", Omaha,Nebraska, United States     ,,,
VA Nebraska-Western Iowa Health Care System , 4101 WOOLWORTH AVE, OMAHA,Nebraska, United States     ,(402) 995-3604,https://altumaerospace.com,"Vbeam ®  Perfecta, CO2RE ® , Gentle Pro ™  Series"
Advanced Dermatology of the Midlands , 12910 PIERCE ST STE 120, OMAHA,Nebraska, United States     ,(402) 933-3770,http://www.midlandsderm.com/,Vbeam ®  Perfecta
"Braddock Finnegan Dermatology, PC ", 7911 W CENTER RD, OMAHA,Nebraska, United States     ,(402) 390-0333,http://braddockfinnegan.com/,"Vbeam ®  Perfecta, CO2RE ®"
Children's Hospital & Medical Center , 8534 CASS ST, OMAHA,NEBRASKA, United States     ,4029555674,https://childrensomaha.org,Vbeam ®  Perfecta
"Midwest Dermatology Clinic, PC ", 8601 W DODGE RD, OMAHA,NEBRASKA, United States     ,(402) 552-2568,,
OMAHA CHILDREN'S HOSPITAL , 8200 DODGE ST, Omaha,Nebraska, United States     ,(402) 955-5849,,
Dermatology Specialists of Omaha , 909 N 96TH ST STE 201, OMAHA,Nebraska, United States     ,(402) 330-4555,https://www.omahaderm.com,Vbeam ®  Perfecta
Offutt Air Force Base , 2501 CAPEHART RD, OFFUTT AFB,Nebraska, United States     ,(402) 232-5650,https://mail.mil,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
Mod Dermatology , 16910 FRANCES ST, OMAHA,NEBRASKA, United States     ,(402) 509-4812,https://www.moddermatology.com,Vbeam ®  Perfecta
Nebraska Medical Center , 17405 BURKE ST, OMAHA,NEBRASKA, United States     ,(402) 596-4000,http://surgeryvp.com/,"PicoWay ® , Gentle Pro ™  Series, Vbeam ®  Perfecta, CO2RE ® , Frax Pro ®"
"PAULL, ROBERT ", 4 PROGRESS ST STE B7, Edison New,Jersey, United States     ,,,
"Advanced Dermatology, Laser & MOHS Surgery ", 240 E GROVE ST, WESTFIELD New,Jersey, United States     ,(908) 232-6446,http://www.skinandlasercenter.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Patricia McCormack MD , 1550 RICHMOND AVE STE 207, STATEN ISLAND New,York, United States     ,(718) 698-1616,http://patriciamccormackmd.com,"VelaShape ® , Vbeam ®  Perfecta"
"LEDERMAN, JOSIANE S. ", 116 Lamberts Lane, Staten Island New,York, United States     ,(718) 370-0422,,
Medical Laser Technologies INC ," 816 US 1 North, C/O Prime Storage", Seabrook New,Jersey, United States     ,(603) 890-4947,https://tempsyneron.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Medical Laser Technologies INC ," Prime Storage, 816 US1 North", Edison New,Jersey, United States     ,(603) 890-4947,https://tempsyneron.com,Vbeam ®  Perfecta
Schweiger Dermatology – Millburn , 12 E WILLOW ST, MILLBURN New,Jersey, United States     ,(973) 376-8500,http://www.millburnlaser.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Soma Skin and Laser LLC , 90 MILLBURN AVE STE 206, Millburn New,Jersey, United States     ,(973) 763-7546,http://www.somalaser.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Dermatology Consultants of Millburn , 636 MORRIS TPKE STE 2H, SHORT HILLS New,Jersey, United States     ,(973) 232-6245,https://www.shorthillsderm.com,Vbeam ®  Perfecta
"Summit Health Management, LLC ", 1 DIAMOND HILL RD, BERKELEY HEIGHTS New,Jersey, United States     ,(908) 277-8668,https://smgnj.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Summit Health Management, LLC ", 890 MOUNTAIN AVE, NEW PROVIDENCE NEW,JERSEY, United States     ,(908) 277-8668,https://smgnj.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Summit Health Management, LLC ", 800 MORRIS TPKE, SHORT HILLS NEW,JERSEY, United States     ,(908) 277-8668,https://smgnj.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Schweiger Dermatology Group , 122 MOUNT BETHEL RD STE 1, WARREN New,Jersey, United States     ,(973) 994-1170,https://www.livingstondermatology.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Ellan Laser MedSpa , 204 SUMMERHILL RD, EAST BRUNSWICK New,Jersey, United States     ,(732) 254-7601,https://www.ellanlaser.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta, PicoWay ®"
Advanced MedAesthetic Partners , 299 E NORTHFIELD RD, LIVINGSTON NEW,JERSEY, United States     ,Visit Website,,
Skin Institute of NY , 7901 4TH AVE STE A20, BROOKLYN New,York, United States     ,(718) 491-5800,https://www.sinyderm.com,"Vbeam ®  Perfecta, Profound ™"
Dermatology Associates of Central New Jersey , 3548 US HIGHWAY 9 STE 2, OLD BRIDGE New,Jersey, United States     ,(732) 679-6300,https://www.dermatologyassociatesnj.com,Vbeam ®  Perfecta
Schweiger Dermatology Group , 347 MOUNT PLEASANT AVE, West Orange New,Jersey, United States     ,(973) 740-0101,https://www.therdermatologygroup.com,Vbeam ®  Perfecta
Schweiger Dermatology Group , 201 S LIVINGSTON AVE STE 1F, LIVINGSTON New,Jersey, United States     ,(973) 994-1170,https://www.livingstondermatology.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta, VelaShape ®"
MAIMONIDES MEDICAL CENTER , 1025 48th St.; Attn: Nick Damato, Brooklyn New,York, United States     ,(718) 283-6000,http://www.maimonidesmed.org,Vbeam ®  Perfecta
Advanced MedAesthetic Partners , 1924 WASHINGTON VALLEY RD, MARTINSVILLE NEW,JERSEY, United States     ,Visit Website,,
UNM Hospitals , 1021 MEDICAL ARTS AVE NE, ALBUQUERQUE New,Mexico, United States     ,(505) 272-6222,http://hsc.unm.edu/health/,"Vbeam ®  Prima, Gentle Pro ™  Series, Vbeam ®  Perfecta"
UNM Hospitals , 2211 LOMAS BLVD NE, ALBUQUERQUE New,Mexico, United States     ,(505) 272-6222,http://hsc.unm.edu/health/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Albuquerque Dermatology Assoc. , 5310 HOMESTEAD RD NE STE 301, ALBUQUERQUE New,Mexico, United States     ,(505) 872-4700,http://www.albdermatology.com/,Vbeam ®  Perfecta
Rio Grande Dermatology , 4545 Alameda Blvd Ne Ste G, ALBUQUERQUE New,Mexico, United States     ,(505) 896-2900,http://riograndedermatology.com/,Vbeam ®  Perfecta
Idriss Dermatology , 80 W 40TH ST FL 3, NEW YORK NEW,YORK, United States     ,(212) 612-1520,,
"LONG, WILLIAM, MD ", 36 E 36TH ST STE 202A, NEW YORK New,York, United States     ,(212) 689-9587,http://www.dermatologistnewyork.org/,Vbeam ®  Perfecta
Schweiger Dermatology Group , 21 W 19TH ST, New York New,York, United States     ,(844) 337-6362,http://www.schweigerderm.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Lumos Dermatology , 37 E 28TH ST RM 304, NEW YORK New,York, United States     ,(646) 820-1716,http://www.lumosdermatology.com/,"CO2RE ® , Vbeam ®  Perfecta"
Shafer Plastic Surgery & Laser Center , 535 5TH AVE FL 33, NEW YORK NEW,YORK, United States     ,(212) 888-7770,https://www.doctorshafer.com,"Vbeam ®  Perfecta, CO2RE ® , PicoWay ® , Exceed ™"
Hooman Khorasani MD PLLC , 135 5TH AVE FL 3, NEW YORK NEW,YORK, United States     ,(310) 801-8331,https://drkhorasani.com,Vbeam ®  Perfecta
Dermatology Laser & Surgery of Flatiron PLLC , 928 BROADWAY STE 204, NEW YORK New,York, United States     ,Visit Website,,
New York Dermatology Group , 119 5TH AVE FL M, NEW YORK New,York, United States     ,(212) 533-8888,http://www.nydermatologygroup.com/,"Vbeam ®  Perfecta, CO2RE ® , Matrix ™"
"Shilesh Iyer, MD ", 119 5TH AVE FL 4, NEW YORK New,York, United States     ,(310) 753-1158,,
MOUNT SINAI -WEST , 1000 10TH AVE # 31265, NEW YORK New,York, United States     ,(212) 824-8258,,
"Jennifer Geiger, MD ", 20 E 46TH ST RM 1302, NEW YORK New,York, United States     ,(646) 590-2300,,
Rhonda J Pomerantz MD LLC , 20 E 46TH ST RM 1101, NEW YORK New,York, United States     ,(212) 335-0488,http://www.pomerantzdermatology.com/,Vbeam ®  Perfecta
Schweiger Dermatology Group , 1727 BROADWAY FL 2, New York New,York, United States     ,(844) 337-6362,http://www.schweigerderm.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Wexler Dermatology Group , 145 E 32ND ST FL 7, NEW YORK New,York, United States     ,(212) 684-2626,,
"LANCE BROWN, M.D. PLLC ", 10 W 15TH ST, NEW YORK New,York, United States     ,(212) 924-7546,http://www.drlancebrown.com/,Vbeam ®  Perfecta
Gramercy Park Dermatology , 60 GRAMERCY PARK N STE I-N, NEW YORK New,York, United States     ,(212) 475-2312,http://www.gramercyparkdermatology.com,Vbeam ®  Perfecta
New York Univ. Medical Center , 222 E 41ST ST BLD A7 FL 24, NEW YORK New,York, United States     ,(929) 455-5195,https://nyulangone.org,"Gentle Pro ™  Series, Vbeam ®  Perfecta, PicoWay ®"
New York Univ. Medical Center , 240 E 38TH ST 11TH FLOOR, NEW YORK NEW,YORK, United States     ,(929) 455-5195,https://nyulangone.org,"Vbeam ®  Perfecta, PicoWay ®"
BETH ISRAEL MEDICAL CENTER , 10 UNION SQ E STE 3C, NEW YORK New,York, United States     ,(212) 844-8800,,
"Eastside Dermatology Services, P.C. ", 317 E 34TH ST, NEW YORK New,York, United States     ,(212) 686-7306,http://www.laserskinsurgery.com/,"Vbeam ®  Perfecta, Gentle Pro ™  Series, VelaShape ® , CO2RE ® , Vbeam ®  Prima"
"Comite, Harriet ", 150 CENTRAL PARK S FL 2, NEW YORK New,York, United States     ,(610) 374-1400,http://skinprovement.com/,Vbeam ®  Perfecta
NY Medical Skin Solutions , 345 E 37TH ST RM 317, NEW YORK NEW,YORK, United States     ,(212) 867-1020,http://skincarenyc.com/,"Gentle Pro ™  Series, CO2RE ® , Vbeam ®  Perfecta"
Manhattan Dermatology & Cosmetic Surgery , 820 2ND AVE RM 3A, NEW YORK New,York, United States     ,(212) 661-3376,http://www.mdcsnyc.com,"Vbeam ®  Perfecta, Matrix ™"
"Eric Kusseluk MD, LLC ", 551 MADISON AVE, NEW YORK NEW,YORK, United States     ,(212) 753-1909,http://kusseluk.com/,Vbeam ®  Perfecta
Union Square Laser Dermatology , 4 W 58TH ST FL 10, NEW YORK New,York, United States     ,(212) 366-5400,https://www.unionderm.com,"Gentle Pro ™  Series, PicoWay ® , Vbeam ®  Perfecta"
Schweiger Dermatology Group , 110 E 55TH ST FL 19 PH, NEW YORK New,York, United States     ,(844) 337-6362,http://www.schweigerderm.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
New York Univ. Medical Center , 159 E 53RD ST, NEW YORK NEW,YORK, United States     ,(929) 455-5195,https://nyulangone.org,Vbeam ®  Perfecta
BELLEVUE HOSPITAL , 462 1ST AVE, NEW YORK New,York, United States     ,(212) 562-4141,http://www.nychealthandhospitals.org/bellevue/html/home/home.shtml,"Vbeam ®  Perfecta, Nordlys ™ , Gentle Pro ™  Series, PicoWay ® , CO2RE ®"
BETH ISRAEL MEDICAL CENTER , 330 E 17TH ST DAZIAN BLDG, New York New,York, United States     ,(212) 844-8800,,
VA NY Harbor Health Care System , 423 E 23RD ST, NEW YORK NEW,YORK, United States     ,(212) 686-7500,https://www.nyharbor.va.gov/,"Gentle Pro ™  Series, Vbeam ®  Perfecta, PicoWay ®"
New York Eye & Ear Infirmary , 310 E 14TH ST, NEW YORK NEW,YORK, United States     ,(212) 979-4000,http://www.nyee.edu/,Vbeam ®  Perfecta
"ROKHSAR, CAMERON M.D.-Manhattan ", 121 E 60TH ST STE 8AB, New York New,York, United States     ,(212) 285-1110,http://cosmeticlaserskinsurgery.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Bruce Robinson, M.D. ", 121 E 60TH ST, NEW YORK New,York, United States     ,(212) 750-7121,http://www.brucerobinsonmd.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Rosemarie Ingleton, MD ", 14 E 4TH ST RM 505, NEW YORK New,York, United States     ,(212) 673-7100,https://www.ingletonmd.com,Vbeam ®  Perfecta
Schweiger Dermatology Group , 2 HUDSON PL STE 101, Hoboken New,Jersey, United States     ,(844) 337-6362,http://www.schweigerderm.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Penstein Dermatology , 116 E 66TH ST STE 1B, NEW YORK New,York, United States     ,(212) 517-5171,https://www.penstein.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Wattenberg Dermatology M.D., P.C.  NY Skin RX ", 875 5TH AVE UNIT 2B, NEW YORK New,York, United States     ,(212) 288-3200,https://nyskinrx.com,Vbeam ®  Perfecta
"Marie V. Hayag, MD PC ", 875 5TH AVE # 1CDE, NEW YORK New,York, United States     ,(212) 722-2055,https://www.mariehayagmd.com/,Vbeam ®  Perfecta
Northwell Health Manhattan Eye Ear and Throat Hospital , 210 E 64TH ST FL 3, New York New,York, United States     ,(212) 434-4050,,
Bradford Katchen Dermatology , 568 BROADWAY RM 303, NEW YORK New,York, United States     ,212-334-1155,,
Day Dermatology & Aesthetics , 10 E 70Th St Frnt C1, NEW YORK New,York, United States     ,(212) 772-0740,https://www.Myclearskin.com,Vbeam ®  Perfecta
Complete Skin MD (Premiere Aesthetic Solutions) , 225 E 64TH ST STE 2, NEW YORK New,York, United States     ,(212) 759-4900,https://www.completeskinmd.com,"Vbeam ®  Perfecta, PicoWay ®"
Cosmetique - Deborah Sarnoff M.D. , 625 PARK AVE, NEW YORK New,York, United States     ,(516) 484-9000,https://www.cosmetiquemd.com,Vbeam ®  Perfecta
Dennis Gross Dermatology , 900 5TH AVE, NEW YORK New,York, United States     ,(212) 725-4555,https://www.dennisgrossmd.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Gervaise L. Gerstner, MD ", 730 PARK AVE, NEW YORK New,York, United States     ,(212) 249-2208,http://www.gerstnermd.com,Vbeam ®  Perfecta
Eric Berkowitz MD PC , 390 W END AVE STE 1G, NEW YORK New,York, United States     ,(212) 877-0171,http://www.berkowitzderm.com/,"Vbeam ®  Perfecta, PicoWay ®"
Orentreich Medical Group , 909 5TH AVE, NEW YORK New,York, United States     ,(212) 794-0800,http://www.orentreich.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Dr. Amy Lewis, MD ", 120 E 75TH ST, NEW YORK New,York, United States     ,(212) 288-6133,http://www.amyblewismd.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Michael Jacobs, M.D. ", 407 E 70TH ST, NEW YORK New,York, United States     ,(212) 772-7190,,
CORNELL UNIV. MED. COLLEGE , 1305 YORK AVE FL 9, New York New,York, United States     ,(646) 962-3376,,
"Monica Halem, MD ", 988 5TH AVE, NEW YORK New,York, United States     ,(212) 988-2400,http://monicahalemmd.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Michele Green, MD ", 156 E 79TH ST APT 1B, NEW YORK New,York, United States     ,(212) 535-3088,http://www.michelegreenmd.com,"Gentle Pro ™  Series, VelaShape ® , Vbeam ®  Perfecta"
Dermatology and Laser Surgery Center of New York (MAB)(Premiere Aesthetic Solutions) , 955 PARK AVE, NEW YORK New,York, United States     ,(212) 570-2067,http://www.nyderm.org/,"Vbeam ®  Perfecta, Nordlys ™ , Profound ™ , Matrix ™ , CO2RE ®"
MEMORIAL SLOAN-KETTERING CANCER CENTER , 530 E 74TH ST, NEW YORK NEW,YORK, United States     ,(212) 639-2000,http://www.mskcc.org/,"CO2RE ® , Vbeam ®  Perfecta"
Downtown Dermatology , 291 BROADWAY RM 1803, New York New,York, United States     ,(212) 233-2995,https://downtowndermnyc.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Plastic Surgery & Dermatology of NYC, PLLC ", 35 E 84TH ST, New York New,York, United States     ,(212) 988-1800,https://www.plasticsandderm.com/,Vbeam ®  Perfecta
Dr. Ellen C. Gendler , 1035 5TH AVE, NEW YORK New,York, United States     ,(212) 288-8222,http://www.ellengendler.com/,Vbeam ®  Perfecta
"Arielle NB Kauvar, M.D.-NY Laser Skin Care (MAB) ", 1044 5TH AVE, New York New,York, United States     ,(212) 249-9440,http://www.nylaserskincare.com/,"Vbeam ®  Perfecta, Gentle Pro ™  Series, Profound ™ , PicoWay ® , VelaShape ®"
P Frank  MD , 1049 5TH AVE STE 2B, NEW YORK New,York, United States     ,(212) 327-2919,http://www.pfrankmd.com,Vbeam ®  Perfecta
Dr. Amy Wechsler Dermatology , 45 E 85TH ST UNIT 1CD, NEW YORK New,York, United States     ,(212) 396-2500,https://www.dramywechsler.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Northwell Health , 331 E 82ND ST, NEW YORK NEW,YORK, United States     ,5167193376,https://northwellhealth.edu,Vbeam ®  Perfecta
A Gentle Solution , 510 E 80TH ST APT 12A, NEW YORK NEW,YORK, United States     ,(212) 396-2880,,
MOUNT SINAI SCHOOL OF MEDICINE , 234 E 85TH ST FL 5, NEW YORK New,York, United States     ,(212) 241-0616,,
"Kenneth Meisler DPM, LLC ", 210 E 86TH ST RM 402, NEW YORK New,York, United States     ,(212) 628-4444,https://cosmedicclinic.com,Vbeam ®  Perfecta
Weill Medical College of Cornell University , 156 WILLIAM ST FL 11 RM 1160, NEW YORK New,York, United States     ,(917) 882-5072,,
"Neal Schultz, M.D. ", 1130 PARK AVE, NEW YORK New,York, United States     ,(212) 369-9600,http://nealschultzmd.com/,Vbeam ®  Perfecta
New York Laser Aesthetics , 510 E 85TH ST APT 6A, NEW YORK New,York, United States     ,(212) 249-0393,http://www.nylaseraesthetics.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Goldman Dermatology - Barry Goldman, MD ", 150 BROADWAY RM 1110, NEW YORK New,York, United States     ,(212) 962-1115,https://goldmandermatology.com,Vbeam ®  Perfecta
Schweiger Dermatology Group , 600 W PUTNAM AVE, Greenwich,Connecticut, United States     ,(844) 337-6362,http://www.schweigerderm.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Schweiger Dermatology Group , 212 E 68TH ST, NEW YORK New,York, United States     ,(844) 337-6362,http://www.schweigerderm.com,Vbeam ®  Perfecta
Wall Street Dermatology , 65 BROADWAY STE 904, New York New,York, United States     ,(212) 931-0538,https://www.wallstreetdermatology.com,"Vbeam ®  Perfecta, Exceed ™"
MOUNT SINAI SCHOOL OF MEDICINE , 5 E 98TH ST FL 5, New York New,York, United States     ,(212) 241-0616,,
HEIGHTS DERMATOLOGY AND LASER , 115 REMSEN ST # 1/2, BROOKLYN New,York, United States     ,(718) 852-4646,http://www.heightsderm.com/,Vbeam ®  Perfecta
Tribeca Skin Care , 315 CHURCH ST FL 2, NEW YORK New,York, United States     ,(212) 334-3774,https://www.tribecaskincenter.com,Vbeam ®  Perfecta
"SHAPIRO, MICHAEL, M.D. "," 110-45 QUEENS BLVD, SUITE 116", Brooklyn New,York, United States     ,Visit Website,,
METRO DERMATOLOGY , 220 E 161ST ST, Bronx New,York, United States     ,(718) 886-9000,http://leedermatology.com/,Vbeam ®  Perfecta
Skin Works Dematology , 254 PROSPECT PARK W, BROOKLYN New,York, United States     ,(718) 832-3313,https://www.skinworksny.com,Vbeam ®  Perfecta
Columbia University , 161 FORT WASHINGTON AVE FL 12, New York New,York, United States     ,(212) 305-3969,http://dermatology.columbia.edu/,"Vbeam ®  Perfecta, Vbeam ®  Prima"
KINGS COUNTY HOSPITAL , 451 CLARKSON AVE FL 5, Brooklyn New,York, United States     ,,,
MAIMONIDES MEDICAL CENTER , 1025 48th St.; Attn: Nick Damato, Brooklyn New,York, United States     ,(718) 283-6000,http://www.maimonidesmed.org,Vbeam ®  Perfecta
Skin Institute of NY , 7901 4TH AVE STE A20, BROOKLYN New,York, United States     ,(718) 491-5800,https://www.sinyderm.com,"Profound ™ , Vbeam ®  Perfecta"
HACKENSACK MEDICAL CENTER - Pediatric , 155 POLIFLY RD STE 101, Hackensack New,Jersey, United States     ,(551) 996-8697,,
Fortec Medical , 144 DONMOOR CT, GARNER North,Carolina, United States     ,(330) 656-4301,https://fortecmedical.com,"Gentle Pro ™  Series, CO2RE ® , Vbeam ®  Perfecta"
New York Skin Solutions , 14448 ROOSEVELT AVE STE MD-C, FLUSHING New,York, United States     ,(718) 886-2455,https://skinsolutionsnewyork.com,Vbeam ®  Perfecta
