provider-name,street,city,state,country,number,website link,in this location
Semper Laser , 348 ESPLANADE UNIT 56A, BOCA RATON,Florida, United States     ,(786) 578-3255,https://semperlaser.com,Gentle Pro ™  Series
Semper Laser , 600 N SHEPHERD DR STE 150, HOUSTON,TEXAS, United States     ,(786) 578-3255,https://semperlaser.com,Gentle Pro ™  Series
Semper Laser , 8081 TURKEY LAKE RD STE 550, ORLANDO,FLORIDA, United States     ,(786) 578-3255,https://semperlaser.com,Gentle Pro ™  Series
Semper Laser , 8300 N.W. 36th Street, DORAL,FLORIDA, United States     ,(786) 578-3255,https://semperlaser.com,Gentle Pro ™  Series
BELLEZZA SPA , 7245 SW 57TH CT, SOUTH MIAMI,Florida, United States     ,(305) 284-0669,,
My Cosmetic Surgery Miami , 7360 CORAL WAY STE 11, MIAMI,Florida, United States     ,(305) 264-9636,https://www.mycosmeticsurgerymiami.com,Gentle Pro ™  Series
Nicklaus Children's Hospital , 3100 SW 62ND AVE, Miami,Florida, United States     ,(305) 669-7112,https://www.MCH.com,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
Serure Plastic Surgery , 7300 SW 62ND PL STE 200, SOUTH MIAMI,Florida, United States     ,(305) 669-0184,https://alanseruremd.com,Gentle Pro ™  Series
"Sunset Dermatology Skin, Laser and Vein Center ", 6310 SUNSET DR, MIAMI,Florida, United States     ,(305) 669-2799,https://www.sunsetdermatology.com,"Vbeam ®  Perfecta, Gentle Pro ™  Series, PicoWay ® , Profound ™ , CO2RE ®"
"South Miami Dermatology, P.A. ", 6351 SUNSET DR STE 200, MIAMI,Florida, United States     ,(305) 667-5480,https://www.southmiamidermatology.com,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
Miracle Laser & Skin Care Institute , 6208 S DIXIE HWY, SOUTH MIAMI,Florida, United States     ,(305) 860-1220,http://www.miracleinstitute.net/,Gentle Pro ™  Series
Kathy Lashes & Beauty Studio , 8224 W FLAGLER ST, MIAMI,FLORIDA, United States     ,(786) 814-7019,https://kathybeautystudios.com/,Gentle Pro ™  Series
"Maurin Jimenez M.D., P.A. "," 962 SW 82nd Avenue,,,", Miami,Florida, United States     ,(786) 619-3360,https://HOTMAIL.COM,Gentle Pro ™  Series
IMAGENES COSMETIC CENTER , 8364 SW 8TH ST, MIAMI,Florida, United States     ,(305) 262-3262,,
"Doral Medical Center, Inc ", 3625 Nw 82nd Avenue Suite 311, Doral,Florida, United States     ,(786) 464-1397,http://www.doralmedicalcenter.com/home,Gentle Pro ™  Series
"Dr Victoria Garcia & Associaties, LLC "," 3650 NW 82nd Ave, Ste#506", Doral,Florida, United States     ,(305) 231-4040,http://drvictoriagarciaandassociates.com/,Gentle Pro ™  Series
MG Beauty & Spa , 8249 NW 36TH ST, DORAL,FLORIDA, United States     ,(786) 479-4259,,
Skin Local , 13615 S DIXIE HWY STE 116, MIAMI,Florida, United States     ,305-498-5278,,
The Institute , 8572 SW 8TH ST, MIAMI,Florida, United States     ,(305) 767-7064,,
Med Spa AAA Corp , 1141 KANE CONCOURSE, BAY HARBOR ISLANDS,FLORIDA, United States     ,(305) 861-6881,https://www.arykraumd.com,"Nordlys ™ , VelaShape ® , Gentle Pro ™  Series"
Bajan Pack , 8071 NW 54TH ST, DORAL,FLORIDA, United States     ,,,
Lemel Medical Spa , 9538 HARDING AVE, Surfside,Florida, United States     ,(786) 309-0000,https://www.lemelmedspa.com,"Gentle Pro ™  Series, VelaShape ®"
Miracle Laser & Skin Care Institute , 8726 NW 26TH ST STE 27, DORAL,FLORIDA, United States     ,(305) 860-1220,http://www.miracleinstitute.net/,Gentle Pro ™  Series
Yipsi Skin Care , 8322 BIRD RD, MIAMI,FLORIDA, United States     ,(305) 392-1979,https://yipsi-skin-care.square.site/,Gentle Pro ™  Series
DaVinci MedEsthetic , 8876 SW 24TH ST, MIAMI,Florida, United States     ,(305) 207-3414,https://www.davincimedesthetic.com,"CO2RE ® , VelaShape ® , Gentle Pro ™  Series"
CoralMed Aesthetic , 4178 W 12TH AVE, HIALEAH,Florida, United States     ,7863761035,,
Natura MedSpa , 7535 N KENDALL DR STE 2250, Miami,Florida, United States     ,(305) 823-1999,https://bloomedmiami.com,Gentle Pro ™  Series
New Face MD Miami , 14358 BISCAYNE BLVD, NORTH MIAMI,Florida, United States     ,(786) 709-0902,,
Skin Plus Beauty LLC , 9495 S DIXIE HWY, PINECREST,Florida, United States     ,(305) 302-5149,,
Prestige Laser Center , 9358 SW 40TH ST, MIAMI,Florida, United States     ,(305) 220-0783,http://www.prestigelasercenter.com/,"Exceed ™ , Gentle Pro ™  Series"
Pure Laser MedSpa , 2682 NW 97TH AVE, DORAL,FLORIDA, United States     ,(786) 506-2372,,
The Parlour , 9700 S DIXIE HWY STE 650, MIAMI,Florida, United States     ,(305) 505-1232,,
"Leonard M. Hochstein, MD ", 585 NW 161ST ST FL 4, MIAMI,Florida, United States     ,(786) 802-6699,https://www.lhochsteinmd.com,"Gentle Pro ™  Series, VelaShape ®"
V. Laser Aesthetics , 15528 BISCAYNE BLVD, AVENTURA,Florida, United States     ,(305) 804-0302,,
Medspa 201 , 7500 SW 87TH AVE STE 201, MIAMI,Florida, United States     ,(305) 271-3304,,
Ciocca Dermatology , 7800 SW 87TH AVE STE A-100, MIAMI,Florida, United States     ,(305) 273-7998,https://www.cioccadermatology.com/,"CO2RE ® , Vbeam ®  Perfecta, Gentle Pro ™  Series"
Miami Dermatology & Laser Research , 7800 SW 87TH AVE STE B200, MIAMI,Florida, United States     ,(305) 279-6060,http://www.miamidermlaser.com/,"Nordlys ™ , Vbeam ®  Prima, Vbeam ®  Perfecta, Gentle Pro ™  Series"
Pure Laser MedSpa , 10200 NW 25TH ST STE A-106, Doral,Florida, United States     ,(786) 381-5835,,
"Waldo Acebo, MD ", 9851 NW 58TH ST UNIT 125, DORAL,Florida, United States     ,(305) 403-1035,,
"Global Freight Consolidators, Inc. ", 6316 NW 97TH AVE, DORAL,FLORIDA, United States     ,,,
Medtour LLC , 10305 NW 41ST ST STE 203, DORAL,FLORIDA, United States     ,(786) 879-3759,,
Laser Center of Miami & Spa , 9280 SW 72ND ST STE 102, MIAMI,Florida, United States     ,(305) 270-3925,https://www.lasercenterofmiamispa.com/,Gentle Pro ™  Series
Advanced Laser Medical Spa , 10250 SW 56TH ST, MIAMI,Florida, United States     ,(786) 631-5339,http://advancedlasermedicalspa.com/,Gentle Pro ™  Series
Enchantress Dermatology , 9260 SW 72ND ST STE 101 BLDG 2, MIAMI,Florida, United States     ,9199850484,https://enchantressderm.com,"Nordlys ™ , Gentle Pro ™  Series"
Mia Aesthetics , 9300 SW 72ND ST, MIAMI,Florida, United States     ,(305) 330-4959,https://miaaesthetics.com/contact/free-consultation/,"Gentle Pro ™  Series, VelaShape ®"
Essence Day Spa , 7300 SW 93RD AVE STE 200, MIAMI,Florida, United States     ,(305) 728-4944,https://www.essencedayspamiami.com,"Exceed ™ , Gentle Pro ™  Series"
Dermalaser MedSpa , 10560 NW 27TH ST STE 102, DORAL,FLORIDA, United States     ,(305) 629-9064,https://www.dermalaser.com,"Gentle Pro ™  Series, VelaShape ®"
Serenity Medical & Spa , 10686 SW 24TH ST, MIAMI,FLORIDA, United States     ,(786) 506-6457,,
Elite Laser Center LLC , 10201 NW 58TH ST, DORAL,FLORIDA, United States     ,(786) 210-4535,,
Marquez Medical Aesthetics , 2140 W 68TH ST STE 401, HIALEAH,FLORIDA, United States     ,3055123538,,
"Guibel Perera, MD ", 10710 SW 38TH ST, MIAMI,Florida, United States     ,(305) 392-1000,,
New Life Health Services & Aesthetics , 5801 NW 151ST ST STE 106, MIAMI LAKES,FLORIDA, United States     ,3059518639,https://mail.com,"Gentle Pro ™  Series, Exceed ™ , VelaShape ®"
"Jabal Uffelman, MD ", 10781 NW 41ST ST, Doral,Florida, United States     ,(954) 653-2196,https://www.druffelman.com,Gentle Pro ™  Series
Alexa Mar Wellness Retreat , 323 SUNNY ISLES BLVD STE 106, SUNNY ISLES BEACH,FLORIDA, United States     ,7863841190,,
Vellu Laser , 15131 NW 67TH AVE GROUND FLR, MIAMI LAKES,Florida, United States     ,,,
Body Details LLC , 45 NE 36TH ST, Miami,Florida, United States     ,(561) 990-9312,https://www.bodydetails.com,"Gentle Pro ™  Series, PicoWay ®"
"JH Laser Center, LLC ", 7761 NW 107TH AVE, DORAL,FLORIDA, United States     ,7868327527,,
CoralMed Aesthetic , 15150 BULL RUN RD, Miami Lakes,Florida, United States     ,7863761035,,
Manhattan Laser Spa , 16850 COLLINS AVE, SUNNY ISLES BEACH,FLORIDA, United States     ,,,
Seduction Cosmetic Center Corp , 4950 SW 8th Street, Miami,Florida, United States     ,(305) 697-9630,https://www.seductioncosmetic.com,Gentle Pro ™  Series
DermCare Management LLC , 18801 NE 29TH AVE, Aventura,FLORIDA, United States     ,(954) 456-5050,https://aventuradermatology.com/,"Matrix ™ , Gentle Pro ™  Series"
South Florida Med Group , 16969 NW 67TH AVE STE 205, HIALEAH,FLORIDA, United States     ,(305) 989-3943,,
Solea Medical Spa & Beauty Lounge , 18140 COLLINS AVE, SUNNY ISLES BEACH,Florida, United States     ,(305) 932-2555,https://www.soleabeautylounge.com,"Gentle Pro ™  Series, VelaShape ®"
New Blossom Medical Aesthetics , 3408 W 84 STREET 114, HIALEAH GARDENS,Florida, United States     ,3058044087,,
Dermatology Practice Partners LLC , 18140 COLLINS AVE, SUNNY ISLES BEACH,FLORIDA, United States     ,(978) 578-3756,https://shaisalon.co/,Gentle Pro ™  Series
Miami Lakes MedSpa , 7980 NW 155TH ST, MIAMI LAKES,FLORIDA, United States     ,(786) 201-6279,,
Fabio Castro MD ARTISTIC PLASTIC SURGERY , 19495 BISCAYNE BLVD STE 204, AVENTURA,Florida, United States     ,(305) 932-9877,https://tempsyneron.com,"CO2RE ® , Gentle Pro ™  Series"
Body Details LLC , 8200 SW 117TH AVE STE 404, Kendall,Florida, United States     ,(561) 990-9312,https://www.bodydetails.com,"Gentle Pro ™  Series, PicoWay ®"
EnVogue International Salon & Spa (CLOSED) , 10650 W STATE ROAD 84 STE 104, Davie,Florida, United States     ,(305) 890-7370,https://icloud.com,Gentle Pro ™  Series
Ideal Image , 8314 MILLS DR, MIAMI,Florida, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
Body Details LLC , 2627 NE 203RD ST STE 102, MIAMI,Florida, United States     ,(561) 990-9312,https://www.bodydetails.com,"Gentle Pro ™  Series, PicoWay ®"
Biotech Wellness Center , 20335 BISCAYNE BLVD STE L33-34, AVENTURA,Florida, United States     ,(305) 692-9154,https://biotechwellnesscenter.com,Gentle Pro ™  Series
VIO Med Spa Aventura , 2980 NE 207TH ST STE 111, MIAMI,FLORIDA, United States     ,(954) 272-8330,,
Icon Skin Rejuvenation & Wellness Spa LLC , 2820 NE 214TH ST STE 908, AVENTURA,FLORIDA, United States     ,(305) 469-4070,,
Semper Laser , 12562 SW 88TH ST, MIAMI,FLORIDA, United States     ,(786) 578-3255,https://semperlaser.com,Gentle Pro ™  Series
Ideal Image , 600 SILKS RUN UNIT 1265, HALLANDALE BEACH,Florida, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
Galina Kerr Skincare , 1920 E HALLANDALE BEACH BLVD STE 903, HALLANDALE BEACH,FLORIDA, United States     ,(646) 350-4540,,
VIP Aesthetic Center , 2500 E HALLANDALE BEACH BLVD, HALLANDALE BEACH,FLORIDA, United States     ,(786) 667-3800,https://www.miamivipdoctor.com/the-practice,Gentle Pro ™  Series
Semper Laser , 801 N FEDERAL HWY STE 216, HALLANDALE BEACH,Florida, United States     ,(786) 578-3255,https://semperlaser.com,Gentle Pro ™  Series
GETSKIN Aesthetic Medical Center , 1001 N FEDERAL HWY STE 202, HALLANDALE BEACH,FLORIDA, United States     ,7869300082,,
Spa 35 Med Spa , 403 S 11TH ST STE 135, BOISE,Idaho, United States     ,(208) 367-0700,http://spa35.com/,"CO2RE ® , PicoWay ® , Nordlys ™ , Profound ™ , Gentle Pro ™  Series"
UNIVERSITY EYE & LASER CENTER ," 111 W Main St, Suite 200", BOISE,Idaho, United States     ,,,
GEM STATE DERMATOLOGY , 100 E WARM SPRINGS AVE STE B, BOISE,Idaho, United States     ,(208) 424-9101,https://gemstatederm.com,Gentle Pro ™  Series
IDAHO DERMATOLOGIC SURGERY & LASER CENTER , TERI COTTINGHAM 999 N CURTIS ROAD #505, Boise,Idaho, United States     ,,,
Laserama LLC ," C/O Fusion Skin Spa- Angela Hilleshiem, 5519 West State St", Eagle,Idaho, United States     ,(208) 854-1690,https://opencorporates.com/companies/us_id/0000363116,Gentle Pro ™  Series
Wellness Fusion , 9161 W Black Eagle Dr, BOISE,Idaho, United States     ,(208) 895-1779,https://wellness-fusion.com,Gentle Pro ™  Series
"YOUNG, THOMAS R. ", 10798 W OVERLAND, BOISE,Idaho, United States     ,,,
Simplicity Laser , 3573 E LONGWING LN STE 200, MERIDIAN,Idaho, United States     ,"prim (800) 559-9138 , sec-801-372-7287",https://www.simplicitylaser.com/,Gentle Pro ™  Series
Elase of Station Park , 3243 E VILLAGE DR, Meridian,Idaho, United States     ,(801) 495-2737,https://www.elase.com,Gentle Pro ™  Series
Ideal Image - Boise , 2951 E OVERLAND RD STE 140, MERIDIAN,Idaho, United States     ,(208) 855-5200,,
Ada West Dermatology , 1618 S MILLENIUM WAY STE 100, MERIDIAN,Idaho, United States     ,(208) 884-3376,http://www.adawestdermatology.com/,"Vbeam ®  Prima, Gentle Pro ™  Series"
"KRAMER, JONATHAN M.D. ", 1736 S. Millennium Way, Meridian,Idaho, United States     ,(208) 344-4900,,
Ideal Image - Boise , 3313 W CHERRY LN # 305, Meridian,Idaho, United States     ,(208) 855-5200,,
Derick Dermatology , 1147 SOUTH BLVD, OAK PARK,ILLINOIS, United States     ,(847) 381-8899,http://www.derickdermatology.com/,Gentle Pro ™  Series
Loyola University Health System , 321 N LA GRANGE RD, LA GRANGE PARK,Illinois, United States     ,(708) 485-1020,https://lumc.edu,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Xzeyla Rose Beauty , 10215 W ROOSEVELT RD STE 102, WESTCHESTER,Illinois, United States     ,(773) 241-0519,,
Aesthetic Laser Rentals , 1515 N HARLEM AVE, OAK PARK,ILLINOIS, United States     ,(440) 318-4139,,
GLOBAL HEALTH CARE , 2433 N HARLEM AVE., CHICAGO,Illinois, United States     ,(773) 237-8722,,
63rd Laser & Skin Clinic , 3918 W 63RD ST, CHICAGO,Illinois, United States     ,(773) 284-9660,https://www.63skinclinic.com,Gentle Pro ™  Series
Jesse Brown VA Medical Center , 820 S DAMEN AVE, CHICAGO,ILLINOIS, United States     ,(312) 569-6973,,
Duly Aesthetics , 270-415 Dermatology 908 North Elm Street Suite 202, Naperville,Illinois, United States     ,(630) 286-5050,https://www.dmgaesthetics.com,Gentle Pro ™  Series
Chicago Skin Clinic , 5440 W BELMONT AVE, CHICAGO,ILLINOIS, United States     ,(773) 286-8111,,
Thrive Skin Institute , 1301 W 22ND ST STE 102, OAK BROOK,Illinois, United States     ,(630) 481-4986,https://thriveskininstitute.com/,Gentle Pro ™  Series
Rush University Medical Center , 1725 W HARRISON ST STE 264 DEPT OF, CHICAGO,Illinois, United States     ,(312) 942-2195,https://rush.edu,Gentle Pro ™  Series
Modern Day Med Spa , 2930 MANNHEIM RD STE 2, FRANKLIN PARK,Illinois, United States     ,(847) 451-9244,https://mannheimmedspa.comut,"Gentle Pro ™  Series, VelaShape ®"
Accelerated Aesthetics , 112 S YORK ST, ELMHURST,Illinois, United States     ,(219) 765-7180,https://acceleratedaesthetics.com,"Gentle Pro ™  Series, Exceed ™"
Med Aesthetics , 2497 N MILWAUKEE AVE, Chicago,Illinois, United States     ,(708) 676-0288,https://mymedskin.com,Gentle Pro ™  Series
Kovak Cosmetic Center , 17 W BUTTERFIELD RD STE 100, OAKBROOK TERRACE,Illinois, United States     ,(630) 758-0470,https://www.kovakcosmeticcenter.com/,"Gentle Pro ™  Series, PicoWay ®"
"DeWolfe Aesthetic Services, SC ", 17W300 22ND ST STE 360, OAKBROOK TERRACE,ILLINOIS, United States     ,(773) 598-4440,,
Elite Laser , 8065 W 95TH ST, HICKORY HILLS,Illinois, United States     ,(708) 599-2005,http://www.elitelaseronline.com/,Gentle Pro ™  Series
Kovak Cosmetic Center , 17W535 BUTTERFIELD RD STE 100, OAKBROOK TERRACE,Illinois, United States     ,(630) 758-0470,https://www.kovakcosmeticcenter.com/,Gentle Pro ™  Series
RENUKA H. BHATT , 570 VILLAGE CENTER DR STE 201, BURR RIDGE,Illinois, United States     ,(708) 226-0044,,
Muse Laser & Spa , 1138 N MILWAUKEE AVE, CHICAGO,ILLINOIS, United States     ,(718) 883-0990,,
H Med Spa , 1755 W NORTH AVE Suite 103, CHICAGO,Illinois, United States     ,(773) 697-8316,,
Summit Dermatology & Aesthetic Surgery , 1161 S SUMMIT AVE, OAKBROOK TERRACE,Illinois, United States     ,(630) 282-6004,https://www.oakbrookdermatology.com,"Gentle Pro ™  Series, CO2RE ®"
Inskin Laser , 1S376 SUMMIT AVE D STE 4A, OAKBROOK TERRACE,Illinois, United States     ,(630) 519-5447,,
Summit Dermatology & Aesthetic Surgery , 1210 S SUMMIT AVE, OAKBROOK TERRACE,Illinois, United States     ,(630) 282-6004,https://www.oakbrookdermatology.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Enfuse Medical Spa & Hair Restoration , 1645 W NORTH AVE, CHICAGO,Illinois, United States     ,(773) 904-8310,http://www.enfusemedspas.com/,"Gentle Pro ™  Series, PicoWay ® , Nordlys ™"
Bellasense , 6747 KINGERY HWY, WILLOWBROOK,Illinois, United States     ,(630) 568-3862,http://www.bellasense.com/,"Gentle Pro ™  Series, Profound ™"
Inskin Laser , 2602 W DIVERSEY AVE, CHICAGO,Illinois, United States     ,(630) 519-5447,,
Star-Care Family Wellness , 9830 RIDGELAND AVE STE 9A, CHICAGO RIDGE,Illinois, United States     ,7086999830,https://ocelotmedia.com,Gentle Pro ™  Series
Cosmetic Laser Solutions , 2000 N RACINE AVE, CHICAGO,Illinois, United States     ,(312) 952-5462,http://www.cosmeticlasersolutions.com/,Gentle Pro ™  Series
100% Permanent INC , 1315 N LARRABEE ST, CHICAGO,Illinois, United States     ,(252) 722-5006,https://electrolysis100permanent.com,Gentle Pro ™  Series
Dvida Body & Skin Care , 507 N WELLS ST, CHICAGO,Illinois, United States     ,(312) 374-3352,https://www.dvidaspa.com/,Gentle Pro ™  Series
Chicago Cosmetic Surgery and Dermatology , 515 N STATE ST STE 900, CHICAGO,Illinois, United States     ,(312) 245-9965,https://chicagodermatology.com,Gentle Pro ™  Series
"Goldcoast MedSpa, LTD ", 1 E ERIE ST STE 510, CHICAGO,Illinois, United States     ,(312) 664-2128,https://goldcoastmedspa.com,Gentle Pro ™  Series
Northwestern Med Spa , 3 E HURON ST STE 3, CHICAGO,Illinois, United States     ,(312) 266-6240,http://www.northwesternplastics.com/,Gentle Pro ™  Series
Ambra Salon & European Spa , 704 N WABASH AVE, CHICAGO,Illinois, United States     ,(312) 337-5055,http://www.ambrasalonandeuropeanspa.com/,Gentle Pro ™  Series
Dr Yates Lifestyle Med , 213 N STETSON AVE, CHICAGO,Illinois, United States     ,(312) 261-0872,https://dryateshairscience.com,Gentle Pro ™  Series
Piel Laser Corp d/b/a Lapiel Laser Center , 3454 N LINCOLN AVE, Chicago,Illinois, United States     ,(773) 248-4247,http://www.feelinggoodmatters.com/,Gentle Pro ™  Series
Beauty At First Sight , 2243 W IRVING PARK RD APT 1W, CHICAGO,Illinois, United States     ,(312) 933-3864,https://beautyatfirstsight.com,Gentle Pro ™  Series
Northwestern Med Spa , 676 N SAINT CLAIR ST STE 1575, CHICAGO,Illinois, United States     ,(312) 266-6240,http://www.northwesternplastics.com/,Gentle Pro ™  Series
Catara Med Spa , 67 E OAK ST STE 5W, CHICAGO,Illinois, United States     ,(773) 630-6000,https://cataraspa.com/,Gentle Pro ™  Series
"Goldcoast MedSpa, LTD ", 233 E ERIE ST STE 100, CHICAGO,Illinois, United States     ,(312) 664-2128,https://goldcoastmedspa.com,"Gentle Pro ™  Series, VelaShape ®"
Northwestern Medicine , 259 E ERIE ST STE 2020, CHICAGO,ILLINOIS, United States     ,(312) 695-6647,https://ge.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"DeWolfe Aesthetic Services, SC ", 3357 N SOUTHPORT AVE, CHICAGO,Illinois, United States     ,(773) 598-4440,,
Innovative Dermatology , 3000 N HALSTED ST STE 620, CHICAGO,Illinois, United States     ,(773) 871-7000,http://www.innovativedermatology.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta, CO2RE ®"
Elysium SurgiSpa , 520 W ERIE ST STE 110, CHICAGO,Illinois, United States     ,(312) 888-9361,http://www.elysiumchicago.com/,"Gentle Pro ™  Series, Profound ™ , VelaShape ®"
"LAKEVIEW LASER CENTER, LTD. "," ANTHONY GHIDORZI 561 WEST DIVERSEY Parkway, SUITE # 206", CHICAGO,Illinois, United States     ,(773) 549-2061,,
Salon Elan Vital LLC , 4737 N DAMEN AVE, CHICAGO,Illinois, United States     ,(872) 208-7266,http://www.salonelanvital.com,Gentle Pro ™  Series
"LLOYD, DIANA L. ", 2015 S FINLEY RD APT 1204, Lombard,Illinois, United States     ,(630) 571-1825,https://clustrmaps.com/person/Lloyd-hskh0,Gentle Pro ™  Series
Elite Laser , 68 W LAKE ST, ADDISON,Illinois, United States     ,(708) 599-2005,http://www.elitelaseronline.com/,Gentle Pro ™  Series
Precision Hair Removal & Skin Care , 1834 W FOSTER AVE, CHICAGO,Illinois, United States     ,8478777437,https://kheneiser.com,Gentle Pro ™  Series
"Eternal Youth Spa, Inc. ", 2949 W PETERSON AVE, Chicago,Illinois, United States     ,(773) 784-2222,http://eternalyouthspa.com,Gentle Pro ™  Series
Shmuel Price , 6212 N LINCOLN AVE, CHICAGO,ILLINOIS, United States     ,7733295548,,
Luxe Laser & Beauty Spa , 20 A S FAIRVIEW AVE, PARK RIDGE,Illinois, United States     ,(224) 585-8016,https://www.luxelaserbeautyspa.com,Gentle Pro ™  Series
Skinflection Spa , 6449 N LINCOLN AVE, LINCOLNWOOD,Illinois, United States     ,(847) 983-0530,http://skinflectionspa.com,Gentle Pro ™  Series
Uncovered Spa , 6227 DEMPSTER ST, MORTON GROVE,Illinois, United States     ,(773) 544-0044,,
Skinflection Spa , 8888 N MILWAUKEE AVE, NILES,Illinois, United States     ,(847) 983-0530,http://skinflectionspa.com,Gentle Pro ™  Series
"GREEN, MICHAEL MD "," DR. MICHAEL D. GREEN, LTD. 5301 West DEMPSTER ST, SUITE 206", Skokie,Illinois, United States     ,,,
"GREEN, MICHAEL MD "," 5301 West DEMPSTER ST, SUITE 206", Skokie,Illinois, United States     ,,,
SA LASER LAB , 4140 DEMPSTER ST, SKOKIE,ILLINOIS, United States     ,(415) 416-4704,,
Orland Park Plastic Surgery , 10710 W 143RD ST STE 10, ORLAND PARK,Illinois, United States     ,(708) 873-9600,https://www.OrlandParkPlasticSurgery.com,"Gentle Pro ™  Series, CO2RE ® , Profound ™"
Radiance Medspa - A Forefront Dermatology Practice , 217 RICE LAKE SQ, WHEATON,Illinois, United States     ,(630) 221-1883,https://www.radiancemedspa-wheaton.com,Gentle Pro ™  Series
"Yahav Smile of Vernon Hills, Inc. ", 4711 GOLF RD STE 1250, SKOKIE,ILLINOIS, United States     ,(862) 371-0266,,
Ideal Image , 8487 UNION CHAPEL RD STE 620, INDIANAPOLIS,Indiana, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
Richard Biggerstaff , 8040 CLEARVISTA PKWY STE 340, Indianapolis,Indiana, United States     ,(317) 621-2444,https://www.biggerstaffassociates.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta, Profound ™"
"Laser & Light Surgery Center, Inc. ", 894 AIRPORT PKWY STE 100, Greenwood,Indiana, United States     ,(317) 215-5099,http://www.laserandlightsurgery.com,Gentle Pro ™  Series
Dermatology Associates of Indiana ," 8433 Harcourt Road, Suite 310", Indianapolis,Indiana, United States     ,(317) 338-9393,http://www.dermassocin.com/,Gentle Pro ™  Series
Indy Laser , 172 W. Carmel Dr., Carmel,Indiana, United States     ,(317) 575-2737,https://www.indylasercenter.com,Gentle Pro ™  Series
IUHP Dermatology , 11590 N MERIDIAN ST, Carmel,Indiana, United States     ,(317) 688-3780,http://dermatology.medicine.iu.edu/faculty/allison-kingsley-md/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Integrative Medicine, Lasers & Aesthetics ", 3965 W 106TH ST STE 140, CARMEL,Indiana, United States     ,(800) 538-5513,https://integrativemla.com,Gentle Pro ™  Series
Lexington Plastic Surgeons , 550 PEACHTREE ST NE STE 1575, ATLANTA,Georgia, United States     ,(212) 223-0716,https://lexingtonplasticsurgeons.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Ideal Image , 3200 WOODWARD CROSSING BLVD STE B108, BUFORD,Georgia, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
AYA™ Medical Spa , 145 15TH ST NE, ATLANTA,Georgia, United States     ,,,
Dermatology Affiliates PC , 691 14TH ST NW, Atlanta,Georgia, United States     ,(404) 816-7900,http://dermatologyaffiliates.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Harlem Zen , 1279 DAHLGREN LN NE, ATLANTA,Georgia, United States     ,(609) 462-5108,https://harlemzen.com/,Gentle Pro ™  Series
Tailor Made Looks , 55 PEACHTREE PARK DR NE, ATLANTA,Georgia, United States     ,(404) 350-9355,https://tailormadelooks.com,"Exceed ™ , Gentle Pro ™  Series, VelaShape ®"
AYA Medical Spa , 431 W PONCE DE LEON AVE STE 3, DECATUR,GEORGIA, United States     ,(404) 842-1772,https://www.ayaskincare.com,Gentle Pro ™  Series
Atlanta VA Health Care System , 1670 CLAIRMONT RD, DECATUR,GEORGIA, United States     ,(404) 321-6111,,
AYA™ Medical Spa , 371 E PACES FERRY RD NE STE 150, ATLANTA,Georgia, United States     ,,,
Dermatology Affiliates PC , 3131 MAPLE DR NE STE 102, ATLANTA,Georgia, United States     ,(404) 816-7900,http://dermatologyaffiliates.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
AYA Medical Spa , 3500 PEACHTREE RD NE, ATLANTA,Georgia, United States     ,(404) 842-1772,https://www.ayaskincare.com,Gentle Pro ™  Series
Buckhead Facial Plastic Surgery , 1218 W PACES FERRY RD NW STE 108, ATLANTA,Georgia, United States     ,(404) 233-3937,https://www.buckheadfacial.com,"CO2RE ® , Profound ™ , Gentle Pro ™  Series, VelaShape ®"
Atlanta Dermatology , 1218 W PACES FERRY RD NW STE 200, ATLANTA,Georgia, United States     ,(404) 525-7409,http://www.atlantadermatology.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Gwinnett Dermatology dba Georgia Dermatology Partners , 3929 PEACHTREE RD NE STE 300, BROOKHAVEN,Georgia, United States     ,(770) 972-4845,https://www.gwinnettdermatology.com,Gentle Pro ™  Series
Ideal Image , 70 BUCKLAND RD STE E, SOUTH WINDSOR,Connecticut, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
Skin Matters , 4279 ROSWELL RD NE STE 601A, ATLANTA,Georgia, United States     ,(404) 228-7080,http://www.skinmatters2.com/,Gentle Pro ™  Series
MahaMedSpa , 236 JOHNSON FERRY RD NE, ATLANTA,GEORGIA, United States     ,(678) 684-8866,,
KAISER PERMANENTE GEORGIA , 200 CRESCENT CENTER PKWY, Tucker,Georgia, United States     ,,,
